parent_cell,Adamts2,Adarb2,Agmat,Aqp4,Batf3,Bcl11b,Bcl6,Blnk,Calb1,Car12,Cartpt,Ccn2,Chat,Chodl,Chrna5,Col24a1,Cox6a2,Csf1r,Cspg4,Cux1,Cux2,Cxcl14,Deptor,Dkk3,Dlx1,Egln3,Egr2,Endou,Etv1,Fam84b,Fezf2,Flt1,Fos,Foxp2,Gad1,Gfap,Glra3,Gpx3,Hsd11b1,Htr3a,Id3,Inpp4b,Kit,Lamp5,Lhx6,Lpl,Ly6d,Man1a,Mog,Neurod1,Nfib,Nos1,Nr4a2,Nr5a1,Ntsr1,Nxph4,Obscn,Olig2,Oprk1,Otof,Pcp4,Pde1a,Pdgfra,Pdia5,Pecam1,Plp1,Pou3f2,Prox1,Ptgs2,Pthlh,Pvalb,Rasgrf2,Rbfox3,Reln,Rora,Rorb,Rspo1,Satb2,Scn7a,Scnn1a,Slc17a7,Slc17a8,Snap25,Sncg,Sox10,Spi1,Sst,Syt6,Tacr1,Tbata,Tbr1,Th,Tle4,Tox,Trem2,Trhr,Trib2,Tshz2,Vip,Wnt7b
914,0,0,2,2,0,5,1,2,0,0,0,0,0,0,0,0,0,2,0,0,3,5,5,9,0,0,0,0,2,0,3,0,0,0,4,0,0,0,1,0,0,0,18,0,1,0,0,2,25,0,4,0,1,0,0,0,2,2,0,0,4,5,0,0,0,209,0,6,1,0,0,0,10,0,8,2,0,7,0,0,48,0,77,0,21,0,0,0,0,0,2,0,0,0,0,0,1,4,0,2
915,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,2,8,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,3,123,2,3,0,0,0,0,2,0,1,2,0,1,0,0,9,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,6,0,2,0,0,0,0,1,0,0,10,0,0,1,0,0,0,1,0,2,3,1,0,0,3,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,6,0,3,3,6,3,0,1,17,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124,1,4,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
918,0,0,3,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,43,1,6,0,0,0,0,1,0,1,14,0,0,0,2,0,0,5,0,10,1,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,3,48,2,3,0,0,0,0,6,0,2,5,0,2,0,0,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
919,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,17,3,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,3,12,0,7,14,4,16,0,0,44,0,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
921,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,1,9,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,12,4,0,0,0,2,5,0,1,0,0,0,13,0,5,1,0,7,0,0,44,0,75,0,1,0,0,7,0,6,0,0,0,0,0,0,0,2,0,1
922,3,0,0,1,0,11,11,0,1,0,2,0,0,0,0,1,6,0,0,8,10,9,4,6,3,2,0,0,4,1,9,0,0,1,82,0,0,0,2,0,0,0,0,26,22,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,5,19,0,0,0,4,4,3,0,0,21,16,15,3,10,4,0,5,0,0,93,1,189,0,0,0,47,0,0,0,1,0,0,0,0,0,0,1,0,0
923,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,9,0,8,21,6,8,0,0,37,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,0,0,0,2,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,9,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,56,1,4,1,0,0,2,4,0,0,0,0,0,1,0,0,2,0,4,0,2,0,0,4,2,2,0,0,46,17,1,1,0,1,11,0,0,57,0,172,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
925,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,6,0,2,0,0,0,0,5,0,16,0,1,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,5,1,0,0,0,1,0,1,0,0,0,1,18,0,4,2,0,4,0,0,42,1,39,0,0,0,1,0,0,1,0,0,3,0,0,0,2,10,0,0
926,8,0,0,10,0,0,3,0,0,0,0,6,0,0,1,0,1,0,1,7,0,3,4,13,0,4,0,1,0,0,0,12,0,1,0,24,0,0,3,0,26,1,8,0,0,0,1,3,0,0,9,0,1,0,0,4,0,0,0,0,0,19,16,1,0,0,0,2,0,0,0,0,3,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
927,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,18,22,6,0,9,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,1,5,11,0,7,21,9,6,0,0,43,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
929,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,13,29,4,0,8,0,0,2,0,0,0,0,9,6,0,0,1,1,0,0,0,2,0,0,18,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,3,7,4,3,2,9,0,1,12,13,1,4,0,6,12,0,0,82,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,6,4,7,2,3,0,1,0,0,0,0,0,32,1,0,20,1,0,0,0,0,7,0,0,0,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,16,1,0,10,0,0,17,4,9,0,7,0,0,1,0,0,18,0,26,0,0,0,0,0,0,0,1,0,0,0,2,0,1,5,0,0
931,0,0,0,0,0,1,3,0,11,0,0,0,0,0,0,0,2,1,0,19,45,8,0,12,1,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,52,0,1,0,1,0,3,9,0,0,1,1,0,0,1,0,1,0,12,0,1,0,0,14,0,2,0,0,39,32,3,0,2,1,14,0,0,115,0,191,0,0,0,0,0,0,1,5,0,1,0,0,0,1,0,0,0
932,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,22,3,2,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1,4,0,0,0,1,5,0,0,0,1,8,12,0,10,35,9,12,0,0,44,0,202,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
933,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,40,0,12,10,3,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,1,0,1,0,1,4,11,0,7,10,10,14,0,0,49,0,75,0,0,3,0,1,0,0,0,0,0,0,15,0,0,1,0,0
934,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,0,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,1,1,0,7,3,0,11,0,3,4,2,0,0,1,0,13,0,4,0,0,22,0,0,115,0,150,0,0,0,0,1,0,1,3,0,1,0,0,1,0,6,0,2
935,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,17,2,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,2,0,2,3,1,0,0,5,0,0,24,18,0,1,1,4,8,0,0,70,0,187,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
936,0,0,0,10,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,12,0,5,0,0,0,0,1,0,3,3,0,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,2,0,0,5,2,0,0,0,2,11,1,1,0,0,0,9,0,3,5,0,3,0,0,42,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,2
937,0,0,0,0,0,1,1,0,18,0,1,0,0,0,0,0,0,0,0,30,33,8,0,6,0,0,1,0,2,1,0,0,3,0,5,1,0,0,1,0,0,0,0,44,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0,28,27,0,7,8,4,10,0,0,95,0,231,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
938,0,0,1,18,1,0,8,0,1,0,0,0,0,0,0,0,0,1,1,9,3,39,0,7,1,0,0,0,1,0,2,0,1,1,2,0,0,0,10,0,2,0,0,1,1,0,0,1,0,1,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,1,0,0,1,0,8,0,6,18,1,0,0,0,16,0,35,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1
939,0,1,0,3,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,8,24,5,0,8,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,1,108,0,4,0,2,0,6,8,0,0,1,0,0,0,0,0,1,0,6,0,2,0,0,9,3,0,0,0,33,28,2,5,5,1,17,0,0,88,0,225,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,2
940,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,29,0,0,2,0,0,0,3,0,1,5,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,15,0,1,0,0,0,1,1,0,0,19,15,0,0,0,9,2,1,1,0,0,0,15,0,1,1,2,12,0,0,77,0,93,0,0,0,0,14,0,1,7,0,1,0,0,0,1,1,0,2
942,0,0,1,0,0,18,1,3,0,0,0,0,0,0,2,0,0,0,0,2,0,2,6,20,0,0,0,0,2,0,18,2,1,14,1,3,0,0,0,0,0,0,0,0,0,0,0,1,9,1,14,0,2,0,0,0,0,2,0,0,19,8,0,0,2,74,1,1,0,0,0,2,26,0,6,0,0,7,0,0,97,0,190,0,1,0,0,9,0,3,5,0,0,1,0,0,0,0,0,0
943,0,0,1,12,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,4,0,23,1,9,0,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,1,0,0,0,1,10,1,6,6,0,2,0,0,28,0,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,6
944,0,0,1,6,0,0,1,1,16,0,0,1,0,0,0,0,0,0,0,13,41,14,0,19,0,0,0,0,3,0,1,0,2,0,0,5,1,0,1,0,0,0,0,52,0,5,0,0,0,2,11,0,1,0,0,0,1,0,0,4,0,5,0,1,0,2,12,1,6,0,0,55,29,0,2,8,2,10,0,0,121,0,236,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,1
945,0,0,0,0,0,1,3,2,18,0,0,0,0,0,0,0,2,29,1,23,35,3,1,13,0,0,2,0,2,0,0,11,5,0,3,0,2,0,0,0,0,0,0,41,1,0,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,5,0,2,0,0,6,2,1,0,2,35,29,0,1,8,5,14,0,0,120,0,315,0,0,3,1,0,0,0,4,0,0,0,10,0,0,1,0,0
946,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,25,3,3,11,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,9,1,0,0,0,7,12,0,7,16,7,15,0,0,58,0,164,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0
947,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,15,20,4,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,4,0,1,0,0,2,9,0,6,16,9,13,0,0,46,0,100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
948,4,0,1,1,0,3,4,0,24,0,0,0,0,0,0,0,2,0,0,22,36,8,0,6,5,0,0,0,8,0,0,12,0,0,43,3,5,0,1,0,0,6,0,35,10,11,0,3,0,2,11,1,0,0,1,0,0,0,0,3,0,3,0,1,2,0,3,0,0,0,11,44,16,0,16,1,0,15,0,0,73,0,254,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0
949,1,0,2,10,0,0,6,0,0,0,0,4,0,0,0,0,0,0,28,10,2,0,5,6,0,2,0,0,3,1,0,20,1,1,0,74,0,0,0,0,39,8,0,0,0,2,0,3,0,0,15,0,1,0,0,0,0,0,0,0,0,8,7,2,102,1,0,2,0,0,0,0,0,0,6,3,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0
950,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,2,0,8,0,0,0,1,0,0,2,0,0,14,0,0,0,6,0,0,0,0,16,8,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,38,3,11,0,0,0,0,3,0,5,4,0,0,0,0,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
951,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,121,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,2,0,0,0,6,0,0,2,19,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,144,0,3,0,0,0,5,4,2,3,1,0,3,0,0,8,0,10,0,12,0,71,1,0,0,1,0,0,0,0,0,0,0,0,0
953,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,3,3,2,3,0,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,3,1,0,0,1,18,1,8,0,1,2,1,5,0,5,4,0,9,0,0,28,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
954,0,0,1,21,0,1,7,0,0,0,0,0,0,0,0,0,0,6,0,3,9,46,1,15,0,0,0,0,2,0,3,0,0,0,0,11,0,0,1,0,0,0,0,5,0,1,2,1,0,0,10,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,9,1,0,0,0,6,11,1,4,11,0,4,0,0,31,0,32,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,3
955,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,18,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,9,5,0,0,0,5,1,0,1,0,1,0,21,0,4,0,1,3,0,0,71,0,59,0,0,0,0,8,0,0,3,0,1,0,0,0,0,0,0,0
956,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,1,1,40,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,0,0,1,17,8,1,0,0,0,0,1,3,0,2,1,0,0,0,0,14,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
957,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,15,17,8,0,7,0,0,0,1,0,0,0,11,0,0,0,0,2,0,1,0,1,0,1,5,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,3,0,0,2,3,7,2,1,0,1,10,24,0,10,18,7,18,0,0,62,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
958,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,8,4,29,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,2,3,0,1,0,0,0,4,0,0,0,17,7,0,2,0,1,6,2,0,0,1,0,17,0,8,1,0,14,0,0,126,0,170,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,3
959,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,4,17,0,0,0,0,0,0,0,69,4,2,4,8,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,9,9,5,1,3,1,0,0,3,15,0,4,1,1,23,0,0,106,0,86,1,1,0,2,1,0,1,2,0,0,1,0,0,2,1,0,0
960,0,0,0,1,0,7,1,0,0,0,0,4,0,0,0,8,0,0,0,0,1,3,0,7,0,0,0,0,1,1,1,0,0,2,0,6,0,0,1,0,0,0,0,1,0,0,0,0,2,0,7,0,32,0,0,4,0,1,0,0,5,2,0,11,0,29,1,1,0,0,0,0,10,0,2,3,0,16,0,0,52,0,46,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2
961,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,100,5,2,0,0,0,0,2,0,5,4,0,0,0,0,4,0,5,0,2,0,0,0,0,0,2,0,0,0,0,0,4,2,0,2
962,0,0,0,1,0,1,0,1,4,0,1,0,0,0,0,0,0,2,0,17,15,9,0,13,1,1,1,0,1,0,0,0,2,0,1,0,0,0,4,0,0,0,0,25,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,6,10,1,0,0,2,20,36,0,9,24,13,10,0,0,78,0,209,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
963,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,21,0,0,0,0,0,0,7,0,2,5,0,1,0,0,1,0,0,0,0,2,0,0,3,0,1,0,9,0,1,0,1,0,0,1,0,0,15,6,0,0,0,8,2,3,0,0,0,0,17,0,2,0,0,6,0,0,78,0,86,1,0,0,0,9,0,3,5,0,0,0,0,0,0,0,0,0
964,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,16,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,46,11,0,0,0,3,1,4,0,0,0,0,29,0,1,0,0,12,0,0,115,0,169,0,0,0,0,11,0,0,2,0,1,0,0,0,0,0,0,0
965,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,0,0,0,0,1,0,0,0,1,11,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,5,9,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
966,0,0,2,2,0,1,2,0,12,0,0,0,0,0,0,0,0,0,0,24,21,3,1,9,1,1,0,1,0,1,0,0,1,0,18,0,2,0,1,0,0,0,0,46,3,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,3,1,0,0,7,29,20,0,10,6,0,12,0,0,80,0,174,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0
967,0,0,2,3,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,15,20,13,1,18,0,0,0,1,1,1,0,4,1,0,1,0,0,0,1,0,0,0,0,44,1,2,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,7,0,1,0,1,9,9,0,0,3,35,24,0,6,16,5,12,0,0,100,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
968,0,1,0,0,0,20,15,2,2,0,1,0,0,0,0,0,4,0,0,16,21,3,1,6,2,1,0,0,3,2,21,0,0,1,107,0,0,0,1,0,0,0,1,9,23,5,0,3,1,0,17,0,1,0,1,0,2,0,0,0,9,6,0,0,0,19,3,4,0,0,52,22,25,0,12,0,5,4,0,0,78,0,174,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
969,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,23,0,0,0,0,4,0,8,0,0,5,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,8,4,0,0,0,1,1,5,0,0,0,1,18,0,3,0,0,8,0,0,68,0,59,1,0,0,0,11,0,1,3,0,2,0,0,0,0,0,0,0
970,0,0,1,0,0,2,3,0,3,0,1,0,0,0,0,0,1,0,0,22,13,6,2,1,1,1,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,1,0,11,13,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,28,12,8,1,9,6,3,5,0,0,24,0,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
971,1,0,1,31,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,35,0,20,0,1,0,0,3,1,2,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,1,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,0,1,0,0,2,7,0,8,14,0,5,0,0,26,0,10,0,0,0,2,0,0,0,0,0,4,0,1,0,6,0,0,4
972,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,17,0,0,0,0,1,0,9,0,1,17,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,12,1,1,0,3,0,0,0,3,0,18,5,0,1,0,0,4,0,0,0,0,0,19,0,2,2,0,6,0,0,110,0,137,0,0,0,0,6,0,0,6,0,4,0,0,0,0,2,0,2
973,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,10,17,11,0,6,0,0,1,0,3,0,0,52,0,0,2,3,2,0,2,0,18,0,0,12,0,1,0,2,0,1,14,3,0,0,0,0,0,0,0,0,0,3,0,0,11,0,3,0,0,0,2,6,12,0,8,0,0,4,0,0,50,0,67,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0
974,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,10,4,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,35,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,1,0,0,26,11,0,1,1,4,7,0,0,39,0,172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
975,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,4,2,0,0,0,6,12,0,15,13,1,14,2,0,30,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
976,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,4,0,0,0,0,2,0,1,34,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,6,0,0,0,0,1,2,4,0,2,0,0,1,0,0,29,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
977,0,0,1,15,0,2,5,2,2,0,0,0,0,0,0,0,0,2,0,34,27,36,4,21,0,0,0,1,1,1,1,9,3,0,0,1,0,0,9,0,3,0,0,3,0,0,0,0,0,3,12,0,2,0,0,0,0,3,0,0,2,0,0,0,2,2,10,0,0,0,0,9,22,0,16,34,8,18,0,0,78,0,207,0,0,0,2,0,0,0,3,0,2,0,0,0,1,3,0,6
978,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,7,0,0,0,2,2,0,2,0,2,0,0,0,4,2,3,0,0,0,0,20,0,0,0,9,0,4,17,0,0,0,0,0,2,0,0,0,20,16,0,0,0,3,8,3,0,0,0,7,24,1,16,11,3,27,1,0,174,0,219,0,0,0,1,0,0,1,1,0,0,0,0,0,6,2,0,0
979,0,0,2,7,5,2,1,2,0,0,0,0,1,0,0,0,0,36,0,3,1,15,0,3,1,0,0,0,3,0,2,0,0,0,2,0,0,0,2,0,1,1,0,3,2,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,2,3,0,0,0,5,7,2,0,0,1,0,9,0,5,3,1,0,0,0,48,0,16,1,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,1
